GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSRFIS,G18USSDRAY,G18USSLSCH,G18GOVRRIC,G18GOVDKRI,G18SOSREVN,G18SOSDDAN,G18TRERMUR,G18ATGRPET,G18AUDRJAN,G18AUDDSKI
3101100009P,31,011,00009P,255,49,9,267,46,239,55,254,255,220,65
31013001301,31,013,001301,248.69298762522098,123.07778432527991,16.02121390689452,250.6399528579847,136.14849734826163,253.68591632292282,123.09192692987625,299.7212728344137,299.70359457866823,241.65055981143195,127.10960518562169
31013001302,31,013,001302,264.70695580991986,103.46206540954626,24.413860892140402,264.4771384852292,127.11754511290735,266.62206821694224,113.25212361436942,321.2564118422077,311.45103248240514,251.87569628978997,119.1659935402097
31013001303,31,013,001303,227.999737306328,121.99985943584218,23.99997234803453,218.99974767581506,153.99982256655488,231.9997326976671,132.99984676202467,283.99967278507523,278.99967854590136,224.9997407628237,128.99985137068558
31013001304,31,013,001304,280.4609152848428,103.80052444131712,20.959720550238025,275.4705018443385,125.75833482308043,273.47435559407955,122.76406878500028,326.3726880594545,324.3765210702215,259.5012189300746,129.75062847576356
31013001305,31,013,001305,403.1741385328089,121.0195461618459,19.005330771412517,377.1608116042776,171.03731539988763,397.1723616090048,133.02310000945425,446.1812462280256,445.1768039185152,368.1634769899839,147.02754231896466
31013001306,31,013,001306,366,128,18,341,172,357,147,421,425,343,146
31013001311,31,013,001311,199.42591803205025,24.440604103327935,6.559594429552559,184.72209705250847,44.69664213894338,197.51965385113022,28.63284944630008,208.84106909535302,203.66856902041144,187.31026690879418,33.69685895520394
31013001312,31,013,001312,199.05718263252675,19.719010529602283,8.42468956586652,187.74779552970517,37.41207632177087,196.89385184503152,24.189231845392268,206.14631368381242,200.14278965146104,194.68322745822425,19.236210705462565
31013001315,31,013,001315,442.5,89.48333333333333,22.616666666666667,424.8,127.83333333333333,433.65,115.05,501.5,501.5,422.8333333333333,117.01666666666667
31015000001,31,015,000001,270,39,16,275,51,236,36,244,248,223,35
31015000002,31,015,000002,347.99999999999994,61.99999999999999,12,351,70,311,62.99999999999999,315,317,293,74
31015000003,31,015,000003,178.50121951219512,26.928455284552847,5.984552845528455,182.48956639566396,30.91747967479675,165.5448509485095,24.931571815718158,156.57818428184282,161.56124661246614,162.55054200542006,25.930352303523037
3101700001P,31,017,00001P,559,107,22,557,125,542,95,595,593,522,107
3101700002P,31,017,00002P,225,39,7,228,38,213,34,229,232,214,36
3101700003P,31,017,00003P,368.8853580165418,43.99609754203394,12.996277132761232,365.92128101580397,50.975881450704776,360.8892798897216,30.999820409272704,356.88770725740693,355.87848017706676,342.88573661321016,37.99020502465732
31019000001,31,019,000001,512.6523392129354,220.84848659967338,17.06371352765008,502.74324780691,243.82129153334893,512.8330224744655,197.65693243321968,597.0594572085284,600.0604651431231,486.6670254806198,216.76135776042906
31019000002,31,019,000002,357,203,27,357,227,372,189,451,457,354,197
31019000003,31,019,000003,561.448964762854,256.360046865414,24.074445298405116,563.469630610137,274.4145693086529,564.467878887035,238.3253989708537,680.5866757130997,681.6069987653834,528.3460358207252,268.41378104192546
31019000004,31,019,000004,761.1421122144719,325.02413692905145,28.0062171199714,764.1451536249685,346.0279338519108,785.147229404448,283.0213715505719,926.1545224818279,918.1565061049633,749.1359866119712,304.0297439364574
31019000005,31,019,000005,352.0021882165649,172.00046289196567,29.000084162175575,378.0022302976527,175.00051198656809,369.0022864057697,158.00039977033398,455.0024547301209,456.00246875715015,345.0021391219625,176.00050497305344
31019000006,31,019,000006,630.5794628926282,306.22904214016444,29.875507697945068,608.4534758550171,351.49455840712915,643.1191565983881,273.5190788882904,766.4116951395164,766.4255720351807,603.6355490182624,312.9868271590856
31019000007,31,019,000007,443.5382226439398,319.4277172530883,33.11402275108723,442.71168963506864,354.11671948860766,459.0053934750409,306.2058858486701,592.6052293504978,593.6052293504978,430.5320085461836,325.67927077752734
31019000008,31,019,000008,263,132,20,264,149,264,132,339,341,248,138
31019000009,31,019,000009,339,237,37,348,266,373,221,474,475,336,246
31019000010,31,019,000010,518.3297360235206,302.0986799051522,43.016489721254615,559.3382441733211,304.1072603797011,554.3442640808871,288.0915345161451,699.383737989667,699.3852868480874,508.32361291458767,310.10367753264416
31019000011,31,019,000011,239.0037622196992,158.932355567318,27.053056174623425,239.02016220166507,184.9565437530061,256.12465755380526,157.72929258203385,335.3884340906245,342.3745571949602,234.9680857330398,170.85913708847426
31019000012,31,019,000012,261,248,24,277,252,281,235,374,375,265,243
31019000013,31,019,000013,661.7297068707885,348.01740494389935,37.23728740355406,670.0568785615623,373.92726193995526,691.3566872532612,309.3795795783189,830.1934792566291,840.1908679743835,662.7933516671523,331.7173327124758
31019000014,31,019,000014,502.9813108781823,270.7890473458468,40.98265399020185,524.968828545802,288.7939545207516,524.0292185028038,269.7265051914848,642.9005630720044,642.9150256733413,498.9408499801196,272.8273560465493
31019000015,31,019,000015,186,27,8,194,30,187,23,186,186,182,28
31019000016,31,019,000016,312,81,12,327,79,314,62,343,339,301,69
31019000017,31,019,000017,157.7606707317073,39.71798780487805,10.178353658536585,157.97560975609755,47.6859756097561,150.7469512195122,49.67682926829268,174.1905487804878,172.1814024390244,141.59146341463415,56.81859756097561
31019000018,31,019,000018,383.2393292682927,156.28201219512195,38.82164634146341,430.0243902439025,149.3140243902439,380.2530487804878,147.3231707317073,476.8094512195122,474.8185975609756,346.4085365853659,178.1814024390244
31019000019,31,019,000019,352.03643461288226,58.67273910214704,7.823031880286272,353.9921925829538,65.51789199739753,331.5009759271308,52.80546519193234,336.39037085230973,333.45673389720235,324.6558230318803,60.62849707221861
31019000020,31,019,000020,586.4626962359838,153.62346001201388,29.92047538097104,594.4404398206484,175.5652373989921,593.4435201254804,139.65894900503613,646.3205877635013,654.2980927458339,544.5741738640236,175.56380578499983
31019000021,31,019,000021,298,58,7,297,63,289,61,305,306,280,68
31019000022,31,019,000022,171,38,5,171,42,173,41,199,200,174,39
31019000023,31,019,000023,175,76,4,178,73,164,73,205,206,160,75
31019000024,31,019,000024,350,140,35,371,157,371,135,420,421,347,156
31019000025,31,019,000025,341,98,25,349,115,367,83,390,391,350,87
31019000026,31,019,000026,385.6218786390581,111.32820394913615,14.023625982658539,386.65765096522966,122.31609094084146,386.6934399590105,110.25266607431922,424.780290796881,427.78024079405344,363.63019843618935,113.29238162013698
31019000027,31,019,000027,149.9790093626366,78.79238936709486,5.72071411483716,158.50743728126093,75.98284855706673,167.01600661317093,60.82834814223469,187.96068979304346,187.9633510781166,151.86466175262856,70.28616929787492
31019000028,31,019,000028,377.96356538711774,83.32726089785297,18.176968119713727,385.0078074170462,95.48210800260247,376.49902407286925,83.19453480806766,408.6096291476903,407.54326610279765,364.3441769681197,83.37150292778139
31019000029,31,019,000029,309.5286098267366,65.5285662301815,11.91170667466485,315.48493062075664,72.47521793346812,323.4172386664335,56.60405744848756,347.2521826140581,349.2353375349253,302.5863210525345,71.47865426836647
31021000001,31,021,000001,104.2674044169661,40.24535638884562,4.02060416955302,106.24405691420189,45.28929509020942,96.23137375908277,40.28011471659021,107.35971490204517,112.35348363675155,94.21561011347758,42.283616177168156
31021000002,31,021,000002,204.23778910500806,43.85967740176573,11.950306579401738,204.22993536551567,53.84117295811995,200.25108118708562,39.86315230947785,206.24586882551745,210.2168692644551,164.4080151883728,87.65848832246552
31021000003,31,021,000003,136,50,9,132,62,124,62,151,153,98,98
31021000004,31,021,000004,165.54891304347825,115.68478260869566,9.972826086956522,158.5679347826087,134.63315217391303,146.60054347826087,128.64945652173913,200.4538043478261,202.44836956521738,140.61684782608694,129.64673913043478
31021000005,31,021,000005,141,32,3,134,43,128,34,144,145,123,45
31021000006,31,021,000006,214,111,17,210,135,204,123,276,270,187,139
31021000007,31,021,000007,226.1830205808914,68.253916612484,9.06924998522291,213.1830205808914,90.3116249335031,203.15993725248376,65.23083328407637,235.1945622450952,236.21764557350286,156.95218729681503,134.507833224968
31021000008,31,021,000008,214.57919031410057,57.886405985750265,9.980443435375351,210.58704405359296,77.84720210837696,209.5889815604306,47.906014406445784,224.55956892938735,221.56548516204205,183.6397975148122,84.83367845256647
31021000009,31,021,000009,165.96837697770593,67.98704599086749,8.998285498791285,164.96856747784022,81.98437898898727,160.96932947837743,64.9876174912704,183.9649479752885,176.96628147622863,141.97294898092917,90.98266448777855
31021000010,31,021,000010,211.2153055618497,137.08281501159124,6.008284244699172,222.21944082534915,130.09317374689027,203.19875328427892,119.08281127040026,274.2215327748402,267.23186532180245,192.1945930795063,140.0869802046185
31021000011,31,021,000011,212,112,15,217,122,209,118,278,278,188,136
3102300001W,31,023,00001W,179.40243878513922,74.75071457438587,14.950097944643808,198.33929018914577,69.76727007338285,176.4123228314247,66.7772076556604,214.28596139624725,215.2826417306891,174.4189300409457,66.77728260604934
3102300002P,31,023,00002P,353,109,22,393,95,381,81,403,404,351,104
3102300002W,31,023,00002W,256.9648327054808,95.86562230491765,10.871337728952264,257.95428278909554,104.75905303127114,253.9990646826764,79.06384101145035,286.6133758189224,288.58999170750127,237.19817723737674,90.92363565938666
3102300003W,31,023,00003W,303.19981239867417,106.36714518687525,14.91116633117577,308.1710265335542,120.28314216035935,299.22280914143516,97.41956678145665,337.99224096917993,343.9566276283127,266.4187224528738,111.33684172834168
3102300005P,31,023,00005P,202,73,13,220,76,184,74,217,222,180,76
3102300006P,31,023,00006P,216,75,14,228,84,216,56,239,250,211,57
3102300008P,31,023,00008P,183.4329161107058,48.01651793382125,5.2673979952281575,195.53540048820452,39.19053473498668,173.36580334446379,33.73938455143259,192.10842181565044,193.17073893349695,167.9641702688038,40.96224000622234
3102300011P,31,023,00011P,177,34,10,180,44,179,30,181,188,158,40
3102300013P,31,023,00013P,225,118,12,247,106,209,96,260,266,205,85
3102300014P,31,023,00014P,157,51,13,172,46,161,42,167,174,147,48
3102300016P,31,023,00016P,217,86,7,232,85,189,76,227,235,185,77
3102500001P,31,025,00001P,562.0327628485229,296.0330779931616,32.407140382585716,556.9988801734526,338.50798372588787,570.8626837024843,277.3392752842052,631.9828680363374,633.0847902024194,541.8632515657175,280.30523595720854
3102500001W,31,025,00001W,130.7813903272266,87.8173393015201,16.066484683082635,136.77241667549131,93.91413896178865,118.71968421728938,94.73994366713505,172.03440208371552,167.02579801111122,117.59717818842219,92.80935864638593
3102500002P,31,025,00002P,114.96723715147712,57.966922006838395,11.592859617414284,114.0011198265474,71.49201627411212,110.13731629751567,66.66072471579479,142.0171319636626,144.91520979758056,110.13674843428251,65.69476404279145
3102500002W,31,025,00002W,126.80812092211299,76.28682051187145,13.459159026358437,115.340276088447,98.35649313446622,120.05006567555031,79.10530688860325,145.23128568605432,143.30494353817755,115.17387756483997,82.02372049274302
31025000031,31,025,000031,407.5122538813172,211.08765881702465,18.749509327821503,404.5636481025763,233.76926240131442,385.81971773807845,224.87695370406126,476.57216723741465,467.69287612125004,363.106500028288,244.6266883995811
3102500003P,31,025,00003P,225,138,24,242,140,236,133,281,282,220,134
3102500003W,31,025,00003W,146.19276711425982,95.02570228190132,13.691737375401598,150.10182057830133,103.83112282725101,141.27629953043908,102.73325644616526,183.4091770327045,183.34887552516682,136.16887717274898,106.83326468407611
3102500004P,31,025,00004P,272,165,13.999999999999998,284,170,270,148,322,321,256,154
3102500004W,31,025,00004W,154.00139814213256,88.42456316633546,11.17059775217616,165.50487512578226,90.85712779539247,150.73904004738358,87.31870623718882,189.44884179349964,190.99800333950168,146.42764079150686,94.2299112755233
3102500005P,31,025,00005P,186,92,9,192,97,180,95,231,230,168,99
3102500005W,31,025,00005W,160.71054312595453,94.30918099606912,17.322094468665757,174.1832832682501,99.12087390403182,159.74820454436198,99.12087390403182,194.3923934816935,196.31707064487858,155.8988502179918,99.12087390403182
3102500006P,31,025,00006P,290.2651685393258,121.34831460674158,13.591011235955056,298.0314606741573,129.11460674157303,288.32359550561796,115.52359550561798,324.24269662921347,328.1258426966292,257.2584269662921,138.82247191011237
3102500006W,31,025,00006W,133,89,19,147,93,134,90,182,177,122,99
3102500007W,31,025,00007W,111.23103614581602,69.05464942106936,5.607824555117113,114.02910503380309,70.93227197216288,109.35675267447762,71.84103152991348,126.19525219872703,127.11569853562058,102.79843006467078,71.87943094709748
3102500008P,31,025,00008P,165.41048875066042,76.89584018660845,6.474356290558928,165.88730723606167,84.72936790374513,159.23025010716032,70.1547494442617,190.73431223023016,189.66925845071125,148.22894424673785,76.16692086087104
3102500008W,31,025,00008W,169.2748344370861,83.1456953642384,10.417218543046358,174.4834437086093,88.28476821192054,168.13576158940398,81.3543046357616,204.38741721854305,205.45695364238412,160.64900662251657,89.3543046357616
3102500009P,31,025,00009P,221.7209027636828,137.2326618673709,11.772062077333928,221.7315251047325,151.93846810062962,204.07720264416022,134.30328319118192,265.8083579296153,259.94119021492907,198.1879030343326,143.12112668803977
3102500009W,31,025,00009W,150.1362433734674,95.0478640118487,17.955079726198118,162.0786630650681,100.08254915441556,158.0081360849328,99.9900338471826,194.00999698240753,193.99742943658046,151.88914401350337,103.06252328682845
3102500010P,31,025,00010P,349.3610535410749,135.79528534345312,18.231930381355216,357.35176201958825,153.0915862411692,330.0038664475554,141.7251076261631,371.28479943979806,377.15141264633303,319.88906269706365,146.90892765375906
3102500011P,31,025,00011P,103.23370642116585,48.17572966321073,8.8486034075285,105.20006273394995,54.07479860156306,100.28417195198968,46.20937335042662,120.93091323622285,122.89726954900696,101.26735010838173,49.15890781960278
3102500012P,31,025,00012P,63.43736263736264,19.824175824175825,0.9912087912087912,67.4021978021978,18.832967032967034,65.41978021978022,15.85934065934066,70.37582417582418,68.3934065934066,58.48131868131868,18.832967032967034
3102500013P,31,025,00013P,321.78478534997083,145.66294016900983,16.08848549865432,328.3985188112849,151.36487681854967,316.0928989516873,145.64786479212543,384.184480454708,382.270434569853,299.94411194549525,157.06681346808952
3102500014P,31,025,00014P,93.72219335458094,45.802699574926294,6.1485204908897675,94.75535769153322,54.89931648420136,89.6736452248116,47.76809718718316,97.02354848873307,98.05671282568534,81.69430187052852,53.81568661642526
3102500015P,31,025,00015P,166.6742655135094,85.27363687756547,6.209487671829665,172.64375312823583,91.51555433572318,168.57937290584334,81.35724020619188,201.40917463868044,199.43031514596885,155.29661248389965,91.49441382843476
3102500016P,31,025,00016P,295,144,15,290,166,296,153,364,364,273,161
3102500017P,31,025,00017P,215.56263736263736,93.17582417582418,12.008791208791209,218.5978021978022,104.16703296703297,219.58021978021978,94.14065934065934,264.62417582417584,270.6065934065934,203.51868131868133,104.16703296703297
3102500018P,31,025,00018P,325.27730642657855,134.8875997341006,16.902281222835782,330.70682965949993,145.40418518160502,316.8430502173004,132.71504895175738,377.24109135322897,371.65100889437707,290.10876071122067,155.41970096054595
3102500019P,31,025,00019P,476.8345878704278,189.0081572768571,27.457504065086592,491.361623837625,206.17257787453303,472.5901833336195,191.55080916869156,533.4732026424092,533.0363144847083,444.95532954441325,201.1918878318451
3102500020P,31,025,00020P,539.3698347107438,215.74793388429754,19.793388429752067,536.400826446281,238.5103305785124,530.4628099173553,223.66528925619835,609.6363636363636,611.6157024793389,503.7417355371901,236.53099173553719
310250003W2,31,025,0003W2,101.0442441329892,58.34598876154544,8.637667464996698,102.58818880919966,66.1803838588236,102.3899552883154,61.85111678312083,126.68597960466401,121.11533480567935,93.05334888764452,68.21460060661957
3102700001P,31,027,00001P,125,42,9,131,47,119,50,151,145,108,53
3102700002P,31,027,00002P,293,50,15,297,67,264,73,302,305,240,77
3102700003P,31,027,00003P,156,23,7,139,50,123,43,145,149,114,42
3102700004P,31,027,00004P,176,38,8,170,56,160,45,190.99999999999997,187.99999999999997,152,45
3102700005P,31,027,00005P,195,22,5,193,30,170,34,187,186,166,36
3102700006P,31,027,00006P,63,22,3,64,24,53,30,64,65,47,29
3102700007P,31,027,00007P,562.2010178117048,112.2849872773537,18.03053435114504,516.1297709923664,172.37659033078882,503.9974554707379,133.38676844783714,560.1806615776081,562.1806615776081,446.9262086513995,178.3969465648855
3102700009P,31,027,00009P,116.79898218829517,27.71501272264631,2.969465648854962,109.8702290076336,36.6234096692112,97.0025445292621,37.61323155216285,114.81933842239185,114.81933842239185,90.07379134860051,38.603053435114504
3102700013P,31,027,00013P,247,31,2,226,56,230,45,252,255,216,60
3102700015P,31,027,00015P,99,10,7,99,17,94,13,101,100,87,17
3102700016P,31,027,00016P,336,66,17,352,77,308,79,361,354,292,92.99999999999999
3102700018P,31,027,00018P,97,34,2,97,34,96,34,105,105,87,36
3102700020P,31,027,00020P,400,59,15,381,88,376,73,426,420,360,87
3102900001P,31,029,00001P,189,15,0,187,18,179,15,180,180,168,23
3102900002P,31,029,00002P,244.7285423334303,28.48912165001778,4.094817832088708,251.73177512688713,25.612452720395694,237.70943652410048,27.445575922154333,239.62192480522418,242.56208579833833,231.4640351727928,28.63197879287492
3102900003P,31,029,00003P,238,36,12,235,47,240,36,251,255,216,49
3102900007P,31,029,00007P,231.27145766656966,37.51087834998222,6.905182167911292,233.26822487311284,44.3875472796043,228.29056347589952,34.55442407784567,223.3780751947758,220.43791420166164,211.53596482720718,46.368021207125075
3102900008P,31,029,00008P,437,67,15,447,70,431,64,448,444,404,76
3103100001P,31,031,00001P,83,12,16,98,15,97,10,95,93,95,13
3103100002P,31,031,00002P,155,12,12,156,23,156,12,141,144,148,20
3103100003P,31,031,00003P,26,2,4,25,7,24,3,25,27,24,3
3103100004P,31,031,00004P,61,3,6,60,10,56.00000000000001,4,46,50,49,7.000000000000001
3103100005P,31,031,00005P,63,5,5,68,11,67,6,65,69,61,10
3103100006P,31,031,00006P,363,111,23,385,119,379,94,397,396,345,106
3103100007P,31,031,00007P,366,78,23,378,93,371,70,368,363,347,86
3103100008P,31,031,00008P,260,49,22,281,57,283,46,285,293,263,54
3103100009P,31,031,00009P,23,1,0,21,3,22,0,21,19,20,2
3103100010P,31,031,00010P,17,0,1,19,0,19,0,17,17,18,0
3103100011P,31,031,00011P,30.483870967741936,1.032258064516129,5.064516129032258,34.58064516129033,3,38.645161290322584,0,30.64516129032258,30.64516129032258,33.645161290322584,0
3103100012P,31,031,00012P,24,3,1,20,7,20,3,17,17,19,2
3103100013P,31,031,00013P,49,9,2,49,14,49,7,46,46,45,4
3103100014P,31,031,00014P,72,6,9,73,12,70,7,71,68,67,9
3103100015P,31,031,00015P,14.516129032258064,0.967741935483871,1.935483870967742,17.419354838709676,0,19.35483870967742,0,19.35483870967742,19.35483870967742,19.35483870967742,0
3103100016P,31,031,00016P,35,2,1,31,7,31,2,29,30,33,3
3103100017P,31,031,00017P,46,2,1,38,12,47,1,44,43,41,1
3103100018P,31,031,00018P,69,8,1,63.00000000000001,12,64,3,64,64,57,10
3103100019P,31,031,00019P,94,9,10,94,21,101,3,99,98,97,9
3103100020P,31,031,00020P,62,0,1,68,0,63,1,61,61,56,2
3103300001P,31,033,00001P,233,28,6,239,30,236,26,247,244,229,31
3103300002P,31,033,00002P,189,34,14,190,46,188,42,203,201,186,43
3103300003P,31,033,00003P,214.95234695648216,48.98913953891919,4.998891789685632,204.9545633771109,62.98603655003896,209.95345516679654,49.988917896856314,230.94880068347618,225.94990889379056,203.95478501917378,51.98847461273057
3103300004P,31,033,00004P,198.50312891113893,23.081351689612013,9.02377972465582,200.4881101376721,31.11639549436796,195.49436795994993,28.103879849812262,214.53316645807257,208.52690863579474,192.46933667083854,33.12640801001251
3103300005P,31,033,00005P,295.7988979826507,80.30334229046876,8.09073033944051,295.46848496638034,84.8580941936058,306.95752165201174,71.33949131860868,333.3516589506272,333.2139868605145,290.32573344790967,81.29458133927977
3103300006P,31,033,00006P,502,108,14,493,133,510,110,546,537,483,127
3103300007P,31,033,00007P,299.0254936179612,102.0070298016305,23.000677571241493,299.0254936179612,124.00736858725124,308.02650997482345,109.00618283757863,355.0287967777635,343.0287967777635,298.02507013593527,111.0070298016305
3103300009P,31,033,00009P,227,87,13,217,108,240,83,276,272,225,91
3103300010P,31,033,00010P,406.6724794882492,67.60827621828874,18.884812364662178,395.01791127798634,95.01814172477502,400.5216004132149,84.55044599400044,432.0863778135368,427.2303077259272,380.17985974531655,102.57198084907722
3103500001P,31,035,00001P,135,32,6,138,33,133,32,151,150,123.99999999999999,34
3103500002P,31,035,00002P,253,106,33,290,103,268,101,328,327,260,99
3103500003P,31,035,00003P,165,39,4,171,39,161,31,169,174,158,31
3103500004P,31,035,00004P,143,34,7,146,36,144,32,146,155,131,35
3103500005P,31,035,00005P,124,29,12,134,30,131,25,141,146,122,30
3103500006P,31,035,00006P,135,32,4,152,24,138,21,141,141,134,26
3103500007P,31,035,00007P,196,63,11,213,55,197,57,227,228,187,65
3103500008P,31,035,00008P,246,56,5,249,61,240,56,271,274,228,60
3103500009P,31,035,00009P,224,58,8,228,59,225,46,243,246,207,56
3103500010P,31,035,00010P,242,90,14,266,82,248,74,275,278,236,78
3103500011P,31,035,00011P,116,53,4,135,42,123,44,145,147,115,51
3103700001P,31,037,00001P,404,199,15,413,200,385,195,471,481,367,220
3103700002P,31,037,00002P,484,102,12,495,107,455,100,505,515,431,122
3103700003P,31,037,00003P,218,145,11,228,143,214,137,283,281,204,151
3103700005P,31,037,00005P,342,197,20,346,219,338,180,406,408,320,211
3103700009P,31,037,00009P,283,50,17,283,69,259,52,285,288,251,67
3103900001P,31,039,00001P,487,145,30,505,157,470,157,559,557,450,178
3103900002P,31,039,00002P,298,70,11,295,91,275,76,308,309,261,77
3103900004P,31,039,00004P,298,60,14,298,74,275,66,327,329,262,87
3103900006P,31,039,00006P,374,71,4,362,85,328,69,357,357,304,94
3103900007P,31,039,00007P,384.50004088627236,61.79102470313393,7.128573141829926,382.56172987456875,74.80834900883197,342.6977575411446,70.7594846849911,387.80120409053325,393.0160722635786,318.01087491139396,103.61791409118077
3103900010P,31,039,00010P,480.1428964354597,110.58098033611815,13.059088753746655,487.13665754924693,125.66676845964638,430.79148335608613,111.63566436121985,503.1948292242097,509.250339995458,412.5622843060962,134.93505431920613
3103900011P,31,039,00011P,350.35706267826794,85.62799496074793,6.812338104423419,352.3016125761843,89.52488253152165,308.51075910276927,86.60485095378904,363.00396668525707,372.73358774096334,275.4268407825099,128.44703158961312
3104100001P,31,041,00001P,41.800000000000004,8.25,1.375,40.975,9.9,38.225,7.975,41.800000000000004,42.35,36.575,7.7
3104100002P,31,041,00002P,115.35862068965517,22.356896551724137,3.7767241379310343,113.48706896551724,26.479310344827585,105.6301724137931,21.480172413793102,115.28275862068966,116.80862068965517,101.50775862068966,20.679310344827588
3104100003P,31,041,00003P,31.889655172413793,3.7517241379310344,0.9379310344827586,33.76551724137931,2.3448275862068964,30.013793103448275,2.8137931034482757,31.420689655172414,31.889655172413793,31.420689655172414,2.3448275862068964
3104100004P,31,041,00004P,34,0,0,29,2,29,1,29,30,30,0
3104100005P,31,041,00005P,51.702127659574465,8.272340425531915,1.3787234042553191,52.39148936170213,9.651063829787233,47.56595744680851,7.582978723404255,47.56595744680851,45.49787234042553,44.808510638297875,8.272340425531915
3104100006P,31,041,00006P,23.29787234042553,3.7276595744680847,0.6212765957446809,23.608510638297872,4.348936170212766,21.43404255319149,3.4170212765957446,21.43404255319149,20.502127659574466,20.191489361702125,3.7276595744680847
3104100008P,31,041,00008P,173,37,12,189,35,182,31,191,192,173,39
3104100009P,31,041,00009P,30.951724137931034,3.6413793103448278,0.9103448275862069,32.772413793103446,2.2758620689655173,29.131034482758622,2.731034482758621,30.49655172413793,30.951724137931034,30.49655172413793,2.2758620689655173
3104100010P,31,041,00010P,321,46,6,317,54,322,39,327,328,307,45
3104100011P,31,041,00011P,53,7,1,54,7,55,5,50,49,51,10
3104100012P,31,041,00012P,234,36,8,240,38,234,27,235,240,226,34
3104100013P,31,041,00013P,172.75022800341483,19.859607111804127,2.0311393613410145,170.83922218561636,22.826024875220895,165.89736918120337,17.89607534900309,163.13582561793055,168.95245695710923,156.0817617717222,24.726542849334905
3104100014P,31,041,00014P,52,4,1,50,7,44,1,37,42,39,2
3104100015P,31,041,00015P,50,1,1,46,7,48,4,47,46,44,7
3104100016P,31,041,00016P,48,0,2,48,1,46,0,45,44,41,2
3104100017P,31,041,00017P,26,8,2,28,8,24,8,28,28,25,8
3104100018P,31,041,00018P,6,4,1,7,4,8,2,9,9,8,2
3104100019P,31,041,00019P,51,11,4,50,17,47,17,56,53,47,13
3104100020P,31,041,00020P,49,0,2,46,5,49,1,47,47,48,2
3104100021P,31,041,00021P,41,0,0,40,0,37,1,36,35,33,4
3104100022P,31,041,00022P,295,37,15,303,41,289,43,306,308,279,48
3104100023P,31,041,00023P,32,8,1,31.000000000000004,11,30,10,33,31.000000000000004,29,10
3104100024P,31,041,00024P,137.769357846856,23.78751502391758,9.911464593298993,148.67196889948488,22.79636856458768,145.69852952149517,17.840636267938184,145.69852952149517,146.6896759808251,139.7516507655158,19.822929186597985
3104100025P,31,041,00025P,93,17,3.9999999999999996,94.99999999999999,20,94,12,92,91,81,22
3104100026P,31,041,00026P,71.18878101402373,13.652642934196331,2.925566343042071,74.60194174757281,13.896440129449838,70.45738942826321,12.677454153182309,73.87055016181229,74.84573894282633,67.04422869471414,14.140237324703344
3104100027P,31,041,00027P,91.0334412081985,17.458468176914778,3.7411003236245954,95.39805825242718,17.77022653721683,90.09816612729234,16.21143473570658,94.46278317152104,95.70981661272924,85.73354908306365,18.08198489751888
3104100028P,31,041,00028P,14,4,1,14,4,15,4,15,15,14,5
3104100029P,31,041,00029P,96,20,9,103,25,91.00000000000001,23.000000000000004,103,102,89.00000000000001,23.000000000000004
3104100030P,31,041,00030P,19,4,0,16,5,15,5,18,17,14,5.999999999999999
3104100031P,31,041,00031P,46,4,0,47,4,46,2,44,46,41,5
3104100032P,31,041,00032P,79.19111111111111,14.317037037037037,4.026666666666666,82.77037037037037,16.106666666666666,72.927407407407415,16.106666666666666,84.56,82.77037037037037,72.48,16.106666666666666
3104100033P,31,041,00033P,97.80888888888889,17.682962962962964,4.973333333333334,102.22962962962963,19.893333333333334,90.072592592592585,19.893333333333334,104.44,102.22962962962963,89.52,19.893333333333334
3104100034P,31,041,00034P,129.77777777777777,24.88888888888889,5.333333333333333,136,25.333333333333332,128.44444444444446,23.11111111111111,134.66666666666666,136.44444444444446,122.22222222222223,25.77777777777778
3104100035P,31,041,00035P,91.10495626822157,30.466472303206995,4.0466472303206995,90.05830903790087,35.53644314868804,90.94169096209912,24.419825072886297,93.87172011661808,95.01166180758017,78.70845481049562,29.583090379008745
3104100037P,31,041,00037P,385.41207232061583,89.94877606057894,18.993246538809533,393.416034164508,100.93243124994622,368.44570644728833,88.92007960456444,404.33104702502334,397.38719395164946,356.4018483902556,89.96348805272682
3104100038P,31,041,00038P,171.76375729095906,54.131871762467746,7.054946567694896,171.82419851542343,60.12637710569826,162.80771454511498,51.09890382185081,190.80771454511498,187.81320920188446,145.77474660449803,57.10989313538979
3104100039P,31,041,00039P,341.1996282699327,82.80575773802461,15.962555708534865,345.1902671970665,92.7823550558589,337.20898934279904,74.82447988375718,360.15516317381787,364.1458021009516,306.28153765751273,87.79405639694176
3104300001P,31,043,00001P,223,92,8,221,101,218,91,260,262,207,102
3104300002P,31,043,00002P,375.8918117383044,159.54354877481458,16.968618756711187,376.9303193305073,175.44894366725356,374.81600883889797,166.5928178400783,458.06687980916644,455.02811001543245,361.85182073524896,171.5698382560705
3104300003P,31,043,00003P,120.75487140092478,38.10725945842135,4.958683576841826,118.82927198593609,44.09075061677328,104.99180836447977,46.91714186524058,124.56473164822502,123.59504217695115,106.80717155899603,48.87030033534739
3104300004P,31,043,00004P,106.68667917448406,70.21951219512195,10.028142589118199,113.67542213883678,77.25328330206379,103.59662288930582,79.2701688555347,133.7091932457786,135.70356472795498,101.60787992495311,76.281425891182
