GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PREDCLI,G16PRERTRU,G16PRELJOH,G16PREGSTE,G16PREOWRI
25003001502,25,003,001502,1336.337552742616,525.7721518987341,70.70042194092827,25.890295358649787,17.924050632911392
25003001503,25,003,001503,959,273,44,49,30
25003001504,25,003,001504,1030,414,78,29,22
25003001505,25,003,001505,1115,328,44,39,25
25003001506,25,003,001506,713,253,27,36,17
25003001507,25,003,001507,666.2257409663013,229.40235485180676,47.568412505075116,40.28420625253756,15.170523751522534
25003001508,25,003,001508,1004.7742590336987,415.59764514819324,69.43158749492488,34.71579374746244,20.829476248477466
25003001606,25,003,001606,706,218,28,26,15
25003001642,25,003,001642,254.48539486191422,190.91311904716534,22.038447117775384,12.038447117775384,4.03364122805346
25003001659,25,003,001659,183.94720531820712,162.95323079819434,23.99311373715745,10.996843796197163,1.9994261447631207
25003001675,25,003,001675,1242,530,80,46,17
25003001803,25,003,001803,964.9991834981962,251.99978677880355,28.999975462640094,29.999974616524234,15.999986462146259
25003001882,25,003,001882,201.01155230198935,70.00499876144994,13.000674715453924,5.045698177162795e-4,9.000070405090844
25003001934,25,003,001934,217,89,9,5,6
25003001981,25,003,001981,659.0000161698438,178.00000372049502,28.00000057238385,16.00000057238385,10.000000357739905
25003002050,25,003,002050,1161.801062949351,223.96165086470185,30.99469275645727,18.99674716512902,19.99657596261479
25003002051,25,003,002051,580,51,14,19,4
25003002052,25,003,002052,1174.1989373215367,203.0383493631878,38.00530727794117,21.00325284777039,30.00342405028462
25003002070,25,003,002070,313,159,36,11,0
25005000012,25,005,000012,874.0691727400589,851.9939393939394,63.20532753697311,28.9018625069258,21.937348165196266
25005000013,25,005,000013,754.5153262140607,1036.2556734845446,56.857283514806106,28.93346312682353,28.851214085663784
25005000014,25,005,000014,869.737311711776,1016.6234341428296,59.61422688615862,32.30229207365884,22.353790436494794
25005000087,25,005,000087,761,761,78,23,14
25005000088,25,005,000088,791.2544370313492,768.0157700763086,70.07404252756281,21.388208142492584,19
25005000089,25,005,000089,894,774,98,18,47
25005000090,25,005,000090,949,861,91,32,34
25005000091,25,005,000091,933,650,113,30,16
25005000092,25,005,000092,949,694,94,18,0
25005000093,25,005,000093,815,485,68,27,0
25005000094,25,005,000094,1072,1021,97,36,0
25005000095,25,005,000095,689,349,63,22,0
25005000096,25,005,000096,912,682,94,26,0
25005000097,25,005,000097,818,762,84,38,0
25005000098,25,005,000098,934.7455629686508,763.9842299236914,81.92595747243719,29.611791857507416,0
25005000144,25,005,000144,878.4616030909009,1114.7072259207282,91.63719471253923,33.73769851079743,36.311994011720564
25005000145,25,005,000145,662,923,64,19,24
25005000639,25,005,000639,882.2441284975674,1068.342499352523,73.84855986307763,22.646891691343807,21.66224422650277
25005000640,25,005,000640,694.7558715024327,605.657500647477,37.151440136922375,15.353108308656195,34.33775577349723
25005000641,25,005,000641,166.69454957650825,30.020733206697805,14.345774189771145,4.155155085153719,7.150722082720756
25005000642,25,005,000642,1040.502455066094,762.0581361047448,71.320825558521,33.21791875328375,28.332930701330255
25005000643,25,005,000643,1054.3054504234917,902.9792667933021,77.65422581022885,34.844844914846284,33.849277917279245
25005000644,25,005,000644,924.0292617631117,715.3990492233027,59.149231917152285,22.055961968932106,19.055961968932106
25005000645,25,005,000645,1035,837,65,31,29
25005000646,25,005,000646,1197.2983065566652,735.9300911854103,90.36213634389927,23.45940078158923,30.41033434650456
25005000647,25,005,000647,1371.5076687152753,935.7361554387452,104.33721428230604,42.446991221198616,44.622850620233635
25005000661,25,005,000661,824.8942299474165,1078.0959107283438,85.6994790414984,32.976641895249806,40.10586407068764
25005000662,25,005,000662,839.6925581098068,1114.561533950777,90.82540325076064,35.08197583995568,39.951854004912356
25005000701,25,005,000701,640,505,59,12,16
25005000702,25,005,000702,1272,944,134,25,25
25005000703,25,005,000703,1042,898,96,28,14
25005000704,25,005,000704,1204,940,125,21,37
25005000705,25,005,000705,1334,953,112,24,25
25005000706,25,005,000706,1064,991,97,24,23
25005000723,25,005,000723,825.8245614035088,601.502024291498,44.66599190283401,30.76990553306343,24.814439946018894
25005000724,25,005,000724,756.3834468308014,603.8030382399162,51.25144054478785,31.37716081718177,23.125720272393924
25005000725,25,005,000725,591.2880247700574,540.3194244604316,49.380329660322374,13.287308381143188,17.156215280939804
25005000726,25,005,000726,696.5539135494475,666.9133214835136,46.43692756996317,24.70049338827828,13.832276297435836
25005000727,25,005,000727,599.2159496555148,639.6693471006129,53.095084146691185,14.327244928472224,18.54114049566994
25005000728,25,005,000728,694.1252747252747,651.3362637362637,62.276923076923076,16.074725274725274,17.096703296703296
25005000729,25,005,000729,816.0019961752297,640.0020815462458,50.00010545831402,19.000037663683578,8.00005524006925
25005000730,25,005,000730,601,434,44,12,12
25005000731,25,005,000731,622,481,52,15,11
25005000732,25,005,000732,510,317,24,18,15
25005000733,25,005,000733,491,276,21,18,17
25005000734,25,005,000734,567,372,24,18,13
25005000735,25,005,000735,674,458,28,11,6
25005000736,25,005,000736,663,410,31,24,16
25005000737,25,005,000737,600.3395522388059,427.07462686567163,35.58955223880597,19.667910447761194,12.175373134328359
25005000738,25,005,000738,557.6574367088607,279.31279147235176,28.67746502331779,14.463732511658895,0.8125
25005000739,25,005,000739,561,215,25,18,4
25005000740,25,005,000740,679,229,19,13,3
25005000741,25,005,000741,438,180,14,14,9
25005000742,25,005,000742,450,176,22,13,6
25005000743,25,005,000743,541,244,22,14,7
25005000744,25,005,000744,739.0627990430622,537.1824162679426,55.96590909090909,18.73714114832536,23.02541866028708
25005000745,25,005,000745,579,312,28,11,10
25005000746,25,005,000746,625,439,39,21,17
25005000747,25,005,000747,689,443,34,13,2
25005000748,25,005,000748,495.8710106382979,292.88829787234044,31.513297872340427,23.17154255319149,6.488031914893617
25005000749,25,005,000749,656.8584960929609,323.02991490977854,47.37913633021147,23.987440505531268,0.26063829787234044
25005000750,25,005,000750,600,338,37,22,2
25005000751,25,005,000751,881,563,55,25,23
25005000752,25,005,000752,888.7309578293559,651.2762340634195,43.35272965021249,23.646943445570447,0
25005000753,25,005,000753,974.2062431275817,783.5413496686381,37.681361258878425,28.615915406104193,0.9745813397129186
25005000754,25,005,000754,675.5844217333564,505.4262095430985,37.297445668829695,19.883110145815845,1.2057491327888001
25005000755,25,005,000755,782.4714072078168,472.23183647832104,51.05208760963539,26.507814075479708,10.799481342329116
25005000809,25,005,000809,616.1756721778587,824.1030081707883,53.711472590948716,16.94763776421774,31.971715437265384
25005000810,25,005,000810,706.9999469588499,874.9999343550123,56.99999572369794,20.999998424520296,28.99999782433755
25005000811,25,005,000811,663,864,63,29,24
25005001133,25,005,001133,1142,952,112,22,22
25005001134,25,005,001134,1142,903,124,23,69
25005001135,25,005,001135,1239,961,116,21,0
25005001136,25,005,001136,1168,848,110,19,69
25005001137,25,005,001137,1056,702,112,31,0
25005001138,25,005,001138,1132,707,123,26,21
25005001301,25,005,001301,603.7473620741634,471.12089237262586,45.528489599035275,22.764244799517638,19.79499547784142
25005001302,25,005,001302,624,493,30,10,13
25005001303,25,005,001303,656,470,41,15,16
25005001304,25,005,001304,599.228714524207,515.2787979966611,32.80801335559266,15.43906510851419,14.474123539232053
25005001305,25,005,001305,626,431,31,17,19
25005001306,25,005,001306,679.771285475793,557.7212020033389,50.19198664440734,19.56093489148581,17.525876460767947
25005001307,25,005,001307,304.9296785356525,91.1947242206235,7.5572412955711386,5.22100193263111,1.7623531554503233
25005001308,25,005,001308,492.9750671269659,223.8242424242424,19.648356987597495,14.665030047308528,8.623321825853472
25005001309,25,005,001309,378,210,19,11,14
25005001310,25,005,001310,332.47474747474746,254.51515151515153,19.872053872053872,10.7003367003367,11.464646464646465
25005001311,25,005,001311,529,374,41,24,15
25005001312,25,005,001312,547,344,30,19,16
25005001313,25,005,001313,393.3712192529895,120.27195224438574,8.014008615004277,11.74043738293807,3.8947740916748006
25005001314,25,005,001314,436,169,18,17,6
25005001315,25,005,001315,537,119,17,19,13
25005001316,25,005,001316,531.6059285091543,208.45335658238884,21.94245858761988,4.986922406277245,13.963382737576286
25005001317,25,005,001317,714,392,35,20,15
25005001318,25,005,001318,700.3940714908457,342.54664341761116,31.05754141238012,24.013077593722755,12.036617262423714
25005001319,25,005,001319,593.02171939983,88.36491004342732,6.589054709220836,8.726166678155373,7.536258358034052
25005001320,25,005,001320,801,226,29,19,13
25005001321,25,005,001321,776.8286841685226,179.9139283193055,24.636681160491527,23.689684317424405,18.70535489517419
25005001322,25,005,001322,637,228,19,25,18
25005001323,25,005,001323,539,256,36,21,12
25005001324,25,005,001324,646,185,26,15,12
25005001325,25,005,001325,483,197,22,14,13
25005001326,25,005,001326,717,233,25,14,27
25005001327,25,005,001327,551,304,26,15,11
25005001328,25,005,001328,811,299,31,21,21
25005001329,25,005,001329,795,429,53,26,23
25005001330,25,005,001330,822,501,38,18,12
25005001331,25,005,001331,725.4035325358661,436.16441988409775,27.771137446749446,22.376183855805447,16.90409184929752
25005001332,25,005,001332,565.4612835617991,321.97595445791325,26.787441939503793,18.165713152826555,13.455534156565085
25005001333,25,005,001333,283.3052434456929,72.44007490636704,2.1516853932584272,4.3033707865168545,2.8689138576779025
25005001334,25,005,001334,280.24175824175825,103.62637362637363,9.912087912087912,6.3076923076923075,7.208791208791209
25005001335,25,005,001335,417.4626301287803,144.95230212804873,15.46157889365853,5.798092085121949,5.798092085121949
25005001336,25,005,001336,494,223,29,22,15
25005001396,25,005,001396,668,596,64,26,30
25005001397,25,005,001397,767,768,119,31,24
25005001398,25,005,001398,750.1215513190389,842.7660457050556,112.5680415658053,29.885320769682824,38.85091700058767
25005001399,25,005,001399,693.6414721747782,540.7205136117507,69.96383725105832,27.98553490042333,24.987084732520827
25005001400,25,005,001400,705.3585278252218,689.2794863882493,105.03616274894168,23.01446509957667,22.012915267479173
25005001401,25,005,001401,882,814,110,23,41
25005001402,25,005,001402,914,872,107,20,38
25005001403,25,005,001403,881,802,89,14,34
25005001404,25,005,001404,795,788,86,31,25
25005001433,25,005,001433,670.8970727101039,697.1671388101984,75.4422411079635,16.166194523135033,60.623229461756374
25005001434,25,005,001434,1296.1029272898961,1314.8328611898016,132.5577588920365,32.83380547686497,53.376770538243626
25005001435,25,005,001435,1007,876,98,29,27
25005001436,25,005,001436,991,943,129,23,45
25005001437,25,005,001437,590,597,61,12,38
25005001573,25,005,001573,845.1661891117478,918.4756446991404,105.4785100286533,15.598853868194842,18.512893982808023
25005001574,25,005,001574,759.7228070175439,972.1761403508772,76.47438596491229,13.663157894736843,27.593684210526316
25005001575,25,005,001575,806.3612001618083,946.6215132655936,92.04898253280095,21.887175061568783,31.414284156567128
25005001576,25,005,001576,830.6626127893292,855.252255786583,81.0043154178109,24.364064338956453,27.351510396233817
25005001585,25,005,001585,879,1173,126,39,30
25005001586,25,005,001586,918,1180,104,38,28
25005001587,25,005,001587,998.2993288590604,1231.2620134228189,93.00026845637584,33.284026845637584,6.493959731543624
25005001666,25,005,001666,823,932,78,30,24
25005001667,25,005,001667,NA,NA,NA,NA,NA
25005001668,25,005,001668,NA,NA,NA,NA,NA
25005001669,25,005,001669,897.3140939597315,814.9377181208054,79.43436241610738,22.55543624161074,39.22684563758389
25005001690,25,005,001690,920.7357701616878,888.283280179835,74.17808461205962,19.471751596234675,16.690090304719366
25005001691,25,005,001691,1070.4982634869182,972.4223199814771,62.01528131511924,26.034267191479508,26.00926140310257
25005001692,25,005,001692,1075.5017365130818,911.5776800185229,32.98471868488076,73.96573280852049,19.99073859689743
25005001693,25,005,001693,938.7257605530694,875.7307605509524,72.36017048007008,19.208513333680525,24.018952062430323
25005001694,25,005,001694,851.3473939955703,833.3022798184013,81.70018723857964,29.602693357147263,14.201516526653569
25005001839,25,005,001839,793.7259134896686,945.7202309759346,54.07425308434802,16.026509775824085,21.01196796718172
25005001840,25,005,001840,841.915165531241,793.1131714449602,64.47221649293927,24.138629036414724,21.8707289604635
25005001841,25,005,001841,859.3064886254766,862.2958367523232,58.93066352156376,22.110463632171403,24.17738994116348
25005001842,25,005,001842,753.229996482288,893.4003347220317,48.37271096399439,24.6794026979477,19.744070834598617
25005001843,25,005,001843,750.2190514080122,927.4626395903964,66.19681242648585,18.482701861205285,25.53692658963537
25005001844,25,005,001844,720,495,71,25,17
25005001845,25,005,001845,823.5370685511263,826.1279576863923,73.59368107998078,19.172452630106203,27.29489054345572
25005001846,25,005,001846,624,289,44,13,20
25005001847,25,005,001847,699,431,48,19,19
25005001848,25,005,001848,736.3387860525183,488.7038312526905,44.08652604390874,20.636246233318985,17.82221265604821
25005001849,25,005,001849,944.8601154774934,743.2741993475449,80.08883684349809,29.33982281336599,28.189164354544175
25005001850,25,005,001850,769.1549418639446,870.4926746394724,87.82976367540279,33.536251640219206,36.84295075485526
25005001851,25,005,001851,777,652,72,22,35
25005001852,25,005,001852,698.9253231211106,454.0536141694591,59.48300622307324,29.74150311153662,10.905217807563426
25005001853,25,005,001853,694,393,46,25,23
25005001854,25,005,001854,582,414,42,12.999999999999998,17
25005001855,25,005,001855,821.5785649434906,557.9241562899745,59.23098078550793,17.196327525716274,21.017504137613813
25005001856,25,005,001856,864.0590685346459,723.0083301779629,67.07307837940174,25.645588792124194,26.63195759182128
25005001857,25,005,001857,817,922,93,25,38
25005001858,25,005,001858,866.6890439932565,844.4335653177204,72.93416919410218,18.390772020738513,26.216882314536694
25005001859,25,005,001859,965.662825868089,954.3366801619433,87.1084386179123,27.204566972988026,26.284215667373562
25005002013,25,005,002013,794.9980038247703,828.9979184537542,41.999894541685975,14.999962336316422,21.99994475993075
25005002014,25,005,002014,1006,935,72,14,17
25005002015,25,005,002015,735,799,59,23,1
25005002016,25,005,002016,800,752,60,15,5
25005002017,25,005,002017,1043.1210250077183,966.4062982401975,72.72954615622106,30.885149737573325,0
25005ZZZZZZ,25,005,ZZZZZZ,56.07361912724179,57.59679105397981,4.647571857666063,1.4907419498500614,1.6379164851447965
25007000054,25,007,000054,203.15025906735752,29.7720207253886,5.253886010362694,6.129533678756477,4.3782383419689115
25007000613,25,007,000613,636.3287050772611,96.83058800179921,30.48347474411595,23.577786259669313,11.419333466847819
25007000707,25,007,000707,1848.8358664578382,796.8121637522196,101.09310749337145,54.05927526344989,41.162917670842866
25007000837,25,007,000837,44.04512810208558,29.542206506359065,2.3919235181049183,0.1619717731057416,3.1310703609571786
25007001450,25,007,001450,1889.4278706287969,663.9997575365965,78.3248801413009,39.75476809962584,37.81579989724004
25007001871,25,007,001871,1990.6406385399175,494.7935513127158,74.08637490623862,83.67651548338627,36.997125314390985
25007001982,25,007,001982,1674.0102199818762,326.27331554023306,69.4198556658387,48.59389922520236,34.709927314688805
25009000029,25,009,000029,991.8087262546708,637.6109890327916,104.73208695758062,15.517439211252686,37.7872118691036
25009000030,25,009,000030,901,503,87,34,27
25009000031,25,009,000031,960,498,82,25,18
25009000032,25,009,000032,776.0071142730103,483.91996442863496,82.90262338817251,26.991551800800355,16.38772787905736
25009000033,25,009,000033,745,675,90,22,32
25009000034,25,009,000034,843.6199641117879,438.5958143294241,81.33287033425707,28.39087100205,25.06086390920189
25009000045,25,009,000045,1101,433,88,24,27
25009000046,25,009,000046,1348.2060240963856,881.4710843373493,86.93493975903614,28.834939759036143,33.75903614457831
25009000047,25,009,000047,1394.7939759036144,634.5289156626507,113.06506024096386,32.165060240963854,29.240963855421686
25009000048,25,009,000048,1162,818,108,20,39
25009000049,25,009,000049,1259.2784919000815,762.7125258130413,105.50663248327474,18.066252375865922,44.94033039455821
25009000050,25,009,000050,1217.6523959522428,860.0328360537873,98.68215173033785,27.84417014629812,40.41802084257682
25009000051,25,009,000051,1241.817703463818,714.6746035714539,101.4572274715571,13.105737346478058,47.25612456265543
25009000052,25,009,000052,1278,685,99,16,61
25009000053,25,009,000053,1225.5630026074964,751.4085860071731,96.04097828548065,21.77791076084815,55.444776902120374
25009000148,25,009,000148,941,640,100,21,33
25009000149,25,009,000149,1013.8404600670294,645.3655508738335,106.78715592450084,24.299842650730447,26.248845130510674
25009000150,25,009,000150,1009.609850313858,395.30178657653306,79.96909705456301,40.8932882665379,43.6195074843071
25009000151,25,009,000151,1329.6345119473938,482.91843736487823,93.92238735187048,31.576210435792333,34.580945493463986
25009000152,25,009,000152,891.4147186147186,385.37142857142857,84.66493506493507,38.926406926406926,40.872727272727275
25009000153,25,009,000153,1004.9978570796468,606.9987057187518,92.99980169990762,24.99994669352355,37.9999189741558
25009000154,25,009,000154,765.5381371280497,340.91671025765777,52.3594737728573,9.857906929260253,12.615868961624022
25009000155,25,009,000155,1489,557,87,35,39
25009000156,25,009,000156,1117.0036220493025,676.0026396271929,97.00033809581626,27.000087879612458,29.00012912759865
25009000157,25,009,000157,1073,661,78,29,36
25009000158,25,009,000158,1251.6748829507328,581.7266190744988,139.05508861270195,23.011459379946995,22.025127046927008
25009000159,25,009,000159,1134,830,113,23,29
25009000438,25,009,000438,786.0437535182624,711.0306816514151,114.00393034420026,12.000719699945588,54.00182524902129
25009000439,25,009,000439,852,776,98,16,49
25009000440,25,009,000440,815.9633711998517,706.9682640175185,84.99618449998455,6.999685782351669,36.998339135287395
25009000631,25,009,000631,1046.3623529411764,715.52,85.15764705882353,28.385882352941174,30.343529411764706
25009000632,25,009,000632,1033,815,92,28,35
25009000633,25,009,000633,960.8105752624671,812.7334719083291,72.88576766399218,22.359915051110416,35.66312167299082
25009000634,25,009,000634,1091.6927175843693,854.5683836589698,90.14031971580816,20.387211367673178,50.97335701598579
25009000635,25,009,000635,983.9985208710506,894.9986546540551,92.99986020427612,22.999965426863987,31.99995189824555
25009000636,25,009,000636,957.9876736185489,909.9882912243002,82.99893205672188,16.99978126462978,40.99947246175418
25009000637,25,009,000637,857.3072824156305,729.4316163410302,100.85968028419182,21.61278863232682,45.02664298401421
25009000638,25,009,000638,870.8969398531386,782.7416322595507,76.53043186696101,19.37479287771165,30.030928960453057
25009000710,25,009,000710,1360.2505451879256,812.6698574028985,170.5549000209322,36.71624976494549,42.86283891062778
25009000822,25,009,000822,863,848,114,18,31
25009000823,25,009,000823,727,725,117,20,31
25009000824,25,009,000824,757,655,100,11,25
25009000826,25,009,000826,1174.8529553287935,530.9914157371783,79.50142491245754,32.389476411965155,27.481985715789413
25009000827,25,009,000827,827.0612433023692,490.47701588660635,66.59687922130068,27.898692646761095,24.2988613375016
